organization,org_code,week,year,start_date,end_date,approve,disapprove,neither,unsure,mixed ,dk,n,lv,rv
Time Poll,11,322,2007,03/09/07,03/12/07,32,61,,7,,,,0,0
Time Poll,11,324,2007,03/23/07,03/26/07,33,60,,7,,,,0,0
Time Poll,11,326,2007,04/05/07,04/09/07,33,59,,8,,,,0,0
Time Poll,11,395,2008,07/31/08,08/04/08,29,66,,5,,,,1,0
Time Poll,11,403,2008,09/26/08,09/29/08,23,73,,5,,,,1,0
Time Poll,11,404,2008,10/03/08,10/06/08,28,68,,4,,,,1,0
WNBC Marist,12,215,2005,02/15/05,02/17/05,51,45,4,4,,,827,,
WNBC Marist,12,224,2005,04/19/05,04/22/05,47,49,4,4,,,827,,
WNBC Marist,12,249,2005,10/13/05,10/18/05,41,53,6,6,,,827,,
Harris,12,265,2006,02/04/06,02/08/06,40,58,2,2,,,1003,,
WNBC Marist,12,267,2006,02/14/06,02/16/06,40,57,3,3,,,931,,
Harris,12,269,2006,03/04/06,03/08/06,36,64,,,,,1000,,
Harris,12,275,2006,04/09/06,04/11/06,35,63,2,2,,,1000,,
Harris,12,278,2006,05/06/06,05/09/06,29,71,0,0,,,1003,,
Harris,12,282,2006,06/03/06,06/06/06,33,67,,,,,1001,,
WNBC Marist,12,298,2006,09/18/06,09/20/06,41,52,,7,,,,0,0
WNBC Marist,12,308,2006,11/27/06,12/03/06,37,56,,7,,,,0,0
WNBC Marist,12,319,2007,02/12/07,02/15/07,35,58,,7,,,,0,0
WNBC Marist,12,329,2007,04/26/07,05/01/07,33,61,,6,,,,0,0
WNBC Marist,12,356,2007,10/29/07,11/01/07,34,58,,8,,,,0,0
Harris,13,7,2001,02/23/01,03/04/01,56,26,18,18,,,1110,,
Harris,13,11,2001,03/23/01,03/27/01,49,38,13,13,,,1110,,
Harris,13,16,2001,04/27/01,05/06/01,59,35,6,6,,,1110,,
Harris,13,23,2001,06/14/01,06/19/01,50,46,4,4,,,1110,,
Harris,13,28,2001,07/21/01,07/26/01,56,39,5,5,,,1110,,
Harris,13,32,2001,08/16/01,08/23/01,52,43,4,4,,,1110,,
Harris,13,41,2001,10/18/01,10/23/01,88,11,1,1,,,1110,,
Harris,13,45,2001,11/15/01,11/21/01,86,12,1,1,,,1110,,
Harris,13,49,2001,12/15/01,12/20/01,82,17,1,1,,,1110,,
Harris,13,54,2002,01/17/02,01/22/02,79,19,2,2,,,1110,,
Harris,13,58,2002,02/14/02,02/20/02,79,20,1,1,,,1110,,
Harris,13,61,2002,03/14/02,03/20/02,77,22,1,1,,,1110,,
Harris,13,65,2002,04/10/02,04/16/02,75,23,3,3,,,1110,,
Harris,13,70,2002,05/16/02,05/22/02,74,25,1,1,,,1110,,
Harris,13,74,2002,06/15/02,06/18/02,70,28,2,2,,,1110,,
Harris,13,79,2002,07/19/02,07/23/02,62,37,1,1,,,1110,,
Harris,13,83,2002,08/16/02,08/20/02,63,37,0,0,,,1110,,
Harris,13,87,2002,09/20/02,09/24/02,68,30,1,1,,,1110,,
Harris,13,92,2002,10/16/02,10/22/02,64,35,1,1,,,1110,,
Harris,13,96,2002,11/15/02,11/19/02,65,33,2,2,,,1110,,
Harris,13,101,2002,12/13/02,12/17/02,64,35,1,1,,,1110,,
Harris,13,110,2003,02/13/03,02/17/03,52,46,2,2,,,1110,,
Harris,13,118,2003,04/11/03,04/16/03,70,29,1,1,,,1110,,
Harris,13,127,2003,06/11/03,06/16/03,61,36,3,3,,,1110,,
Harris,13,136,2003,08/13/03,08/18/03,57,41,2,2,,,1110,,
Harris,13,145,2003,10/15/03,10/20/03,59,40,1,1,,,1110,,
Harris,13,153,2003,12/11/03,12/14/03,48,51,1,1,,,1110,,
Harris,13,154,2003,12/15/03,12/17/03,50,49,1,1,,,1110,,
Harris,13,162,2004,02/10/04,02/17/04,51,48,1,1,,,1110,,
Harris,13,170,2004,04/09/04,04/16/04,48,51,1,1,,,1110,,
Harris,13,179,2004,06/09/04,06/16/04,50,49,1,1,,,1110,,
Harris,13,188,2004,08/11/04,08/16/04,48,51,1,1,,,1110,,
Harris,13,192,2004,09/10/04,09/14/04,45,54,1,1,,,1110,,
Harris,13,197,2004,10/15/04,10/18/04,51,49,0,0,,,1110,,
Harris,13,201,2004,11/10/04,11/15/04,50,49,1,1,,,1110,,
Harris,13,214,2005,02/09/05,02/14/05,48,51,1,1,,,1110,,
Harris,13,222,2005,04/06/05,04/11/05,44,56,9,9,,,1110,,
Harris,13,231,2005,06/08/05,06/13/05,45,55,0,0,,,1110,,
Harris,13,240,2005,08/10/05,08/17/05,40,58,2,2,,,1217,,
Harris,13,252,2005,11/09/05,11/14/05,34,65,1,1,,,1110,,
Harris,13,261,2006,01/07/06,01/10/06,43,56,1,1,,,1003,,
Harris,13,265,2006,02/03/06,02/07/06,40,58,,2,,,,0,0
Harris,13,269,2006,03/03/06,03/07/06,36,64,,- ,,,,0,0
Harris,13,274,2006,04/07/06,04/10/06,35,63,,2,,,,0,0
Harris,13,278,2006,05/05/06,05/08/06,29,71,,- ,,,,0,0
Harris,13,282,2006,06/02/06,06/05/06,33,67,,- ,,,,0,0
Harris,13,287,2006,07/08/06,07/11/06,34,65,1,1,,,1005,,
Harris,13,291,2006,08/05/06,08/08/06,34,66,,,,,1009,,
Harris,13,293,2006,08/18/06,08/21/06,34,65,,1,,,,0,0
Harris,13,296,2006,09/09/06,09/12/06,38,61,1,1,,,1004,,
Harris,13,300,2006,10/06/06,10/09/06,34,64,,2,,,,0,0
Harris,13,302,2006,10/21/06,10/24/06,34,63,3,3,,,1000,,
Harris,13,306,2006,11/18/06,11/22/06,31,67,2,2,,,1001,,
Harris,13,317,2007,02/02/07,02/05/07,32,67,,1,,,,0,0
Harris,13,328,2007,04/20/07,04/23/07,28,70,,2,,,,0,0
Harris,13,339,2007,07/06/07,07/09/07,26,73,,1,,,,0,0
Harris,13,348,2007,09/07/07,09/10/07,31,67,,2,,,,0,0
Harris,13,352,2007,10/05/07,10/08/07,27,72,,1,,,,0,0
Harris,13,360,2007,11/30/07,12/03/07,32,68,,- ,,,,0,0
Harris,13,370,2008,02/06/08,02/10/08,28,69,,3,,,,0,0
Harris,13,378,2008,04/02/08,04/06/08,26,72,,2,,,,0,0
Harris,13,387,2008,06/04/08,06/08/08,24,75,,1,,,,0,0
Harris,13,396,2008,08/06/08,08/10/08,25,74,,1,,,,0,0
Harris,13,402,2008,09/17/08,09/21/08,24,75,,1,,,,0,0
Quinnipiac University,14,48,2001,11/30/01,12/06/01,83,11,6,6,,,1237,,
Quinnipiac University,14,47,2001,12/01/01,12/01/01,83,11,,6,,,,0,1
Quinnipiac University,14,56,2002,02/01/02,02/01/02,76,16,,8,,,,0,1
Quinnipiac University,14,58,2002,02/14/02,02/20/02,76,16,8,8,,,1107,,
Quinnipiac University,14,95,2002,11/01/02,11/01/02,62,30,,8,,,,0,1
Quinnipiac University,14,96,2002,11/08/02,11/12/02,62,30,8,8,,,1069,,
Quinnipiac University,14,104,2003,01/30/03,02/04/03,54,39,7,7,,,1307,,
Quinnipiac University,14,108,2003,02/01/03,02/01/03,54,39,,7,,,,0,1
Quinnipiac University,14,108,2003,02/27/03,03/04/03,53,39,7,7,,,1232,,
Quinnipiac University,14,112,2003,03/01/03,03/01/03,53,39,,8,,,,0,1
Quinnipiac University,14,117,2003,04/01/03,04/01/03,73,22,,5,,,,0,1
Quinnipiac University,14,105,2003,04/11/03,04/15/03,73,22,5,5,,,1048,,
Quinnipiac University,14,125,2003,06/01/03,06/01/03,57,35,,8,,,,0,1
Quinnipiac University,14,105,2003,06/05/03,06/10/03,57,35,8,8,,,865,,
Quinnipiac University,14,130,2003,07/01/03,07/01/03,53,41,,6,,,,0,1
Quinnipiac University,14,105,2003,07/18/03,07/23/03,53,41,6,6,,,1055,,
Quinnipiac University,14,139,2003,09/01/03,09/01/03,53,39,,7,,,,0,1
Quinnipiac University,14,104,2003,09/12/03,09/16/03,53,39,8,8,,,1228,,
Quinnipiac University,14,143,2003,10/01/03,10/01/03,51,42,,7,,,,0,1
Quinnipiac University,14,105,2003,10/24/03,10/28/03,51,42,7,7,,,1262,,
Quinnipiac University,14,152,2003,12/01/03,12/01/03,51,43,,6,,,,0,1
Quinnipiac University,14,106,2003,12/05/03,12/09/03,51,43,6,6,,,1071,,
Quinnipiac University,14,159,2004,01/22/04,01/26/04,53,40,8,8,,,910,,
Quinnipiac University,14,160,2004,01/29/04,02/01/04,48,45,7,7,,,910,,
Quinnipiac University,14,167,2004,03/17/04,03/23/04,49,44,7,7,,,910,,
Quinnipiac University,14,173,2004,04/27/04,05/04/04,46,47,7,7,,,910,,
Quinnipiac University,14,176,2004,05/19/04,05/25/04,45,50,5,5,,,910,,
Quinnipiac University,14,185,2004,07/19/04,07/23/04,46,46,8,8,,,910,,
Quinnipiac University,14,205,2004,12/08/04,12/13/04,47,48,5,5,,,910,,
Quinnipiac University,14,212,2005,01/26/05,02/01/05,48,45,7,7,,,910,,
Quinnipiac University,14,217,2005,03/03/05,03/08/05,45,48,7,7,,,910,,
Quinnipiac University,14,228,2005,05/19/05,05/24/05,44,50,6,6,,,910,,
Quinnipiac University,14,237,2005,07/22/05,07/26/05,41,53,6,6,,,900,,
Quinnipiac University,14,256,2005,11/29/05,12/05/05,40,54,7,7,,,920,,
Quinnipiac University,14,268,2006,02/22/06,03/01/06,36,58,6,6,,,1892,,
Quinnipiac University,14,281,2006,05/24/06,05/31/06,35,58,7,7,,,1534,,
Quinnipiac University,14,293,2006,08/18/06,08/24/06,39,53,8,8,,,1080,,
Quinnipiac University,14,306,2006,11/14/06,11/20/06,35,58,7,7,,,1623,,
Quinnipiac University,14,319,2007,02/13/07,02/19/07,34,60,,6,,,,0,1
Quinnipiac University,14,329,2007,04/25/07,05/01/07,35,60,,6,,,,0,1
Quinnipiac University,14,335,2007,06/05/07,06/11/07,28,65,,7,,,,0,1
Quinnipiac University,14,344,2007,08/07/07,08/13/07,29,64,,7,,,,0,1
Quinnipiac University,14,355,2007,10/23/07,10/29/07,35,59,,7,,,,0,1
Quinnipiac University,14,383,2008,05/08/08,05/12/08,28,67,,5,,,,0,1
Quinnipiac University,14,392,2008,07/08/08,07/13/08,26,67,,6,,,,1,0
Quinnipiac University,14,397,2008,08/12/08,08/17/08,30,64,,5,,,,1,0
National Public Radio,15,60,2002,03/05/02,03/08/02,81,16,3,3,,,812,,
National Public Radio,15,62,2002,03/20/02,03/26/02,79,18,3,3,,,812,,
National Public Radio,15,68,2002,04/29/02,05/01/02,77,20,3,3,,,812,,
National Public Radio,15,75,2002,06/19/02,06/25/02,72,23,5,5,,,812,,
National Public Radio,15,80,2002,07/24/02,07/26/02,66,31,3,3,,,812,,
National Public Radio,15,92,2002,10/15/02,10/18/02,66,30,4,4,,,812,,
National Public Radio,15,125,2003,05/28/03,05/30/03,66,31,3,3,,,812,,
National Public Radio,15,142,2003,09/25/03,10/02/03,53,43,4,4,,,812,,
National Public Radio,15,149,2003,11/12/03,11/14/03,55,42,3,3,,,812,,
National Public Radio,15,153,2003,12/11/03,12/16/03,56,41,3,3,,,812,,
National Public Radio,15,161,2004,02/04/04,#VALUE!,53,45,2,2,,,812,,
National Public Radio,15,178,2004,06/06/04,06/10/04,50,48,,2,,,,0,0
National Public Radio,15,180,2004,06/22/04,06/25/04,50,48,2,2,,,812,,
National Public Radio,15,185,2004,07/19/04,07/21/04,49,49,2,2,,,812,,
National Public Radio,15,190,2004,08/22/04,08/25/04,49,48,3,3,,,812,,
National Public Radio,15,235,2005,07/08/05,07/12/05,49,47,4,4,,,825,,
National Public Radio,15,258,2005,12/16/05,12/19/05,44,54,2,2,,,800,,
National Public Radio,15,271,2006,03/13/06,03/15/06,39,58,3,3,,,800,,
National Public Radio,15,329,2007,04/26/07,04/29/07,37,59,,5,,,,0,0
National Public Radio,15,369,2008,01/29/08,01/31/08,38,56,,6,,,,0,0
National Public Radio,15,383,2008,05/07/08,05/08/08,33,65,,3,, ,,0,0
National Public Radio,15,#NUM!,2004,#VALUE!,#VALUE!,53,45,,2,,,,0,0
National Public Radio,15,#VALUE!,2005,#VALUE!,12/18/05,44,54,,2,,,,0,0
National Public Radio,15,#VALUE!,2007,#VALUE!,10/07/07,38,60,,2,,,,0,0
National Public Radio,15,#VALUE!,2006,#VALUE!,12/01/06,40,57,,3,, ,,0,0
Los Angeles Times,16,9,2001,03/04/01,03/06/01,62,18,20,20,,,1033,,
Los Angeles Times,16,16,2001,04/22/01,04/27/01,57,33,10,10,,,1033,,
Los Angeles Times,16,36,2001,09/14/01,09/15/01,77,17,6,6,,,1033,,
Los Angeles Times,16,45,2001,11/11/01,11/14/01,86,10,4,4,,,1033,,
Los Angeles Times,16,56,2002,02/01/02,02/04/02,80,15,5,5,,,1033,,
Los Angeles Times,16,81,2002,08/23/02,08/26/02,68,27,5,5,,,1033,,
Los Angeles Times,16,101,2002,12/13/02,12/16/02,63,33,4,4,,,1033,,
Los Angeles Times,16,108,2003,01/31/03,02/03/03,56,39,5,5,,,1033,,
Los Angeles Times,16,117,2003,04/03/03,04/04/03,68,28,4,4,,,1033,,
Los Angeles Times,16,150,2003,11/16/03,11/19/03,54,41,5,5,,,1033,,
Los Angeles Times,16,169,2004,03/28/04,03/31/04,51,44,5,5,,,1033,,
Los Angeles Times,16,179,2004,06/06/04,06/09/04,51,47,2,2,,,1033,,
Los Angeles Times,16,185,2004,07/18/04,07/22/04,51,48,1,1,,,1033,,
Los Angeles Times,16,190,2004,08/22/04,08/25/04,52,47,1,1,,,1033,,
Los Angeles Times,16,195,2004,09/26/04,09/29/04,52,47,1,1,,,1033,,
Los Angeles Times,16,198,2004,10/22/04,10/25/04,49,49,2,2,,,1033,,
Los Angeles Times,16,211,2005,01/16/05,01/18/05,50,47,3,3,,,1033,,
Los Angeles Times,16,264,2006,01/23/06,01/26/06,43,54,3,3,,,1555,,
Los Angeles Times,16,269,2006,02/26/06,03/02/06,38,58,4,4,,,1273,,
Los Angeles Times,16,275,2006,04/09/06,04/12/06,39,57,4,4,,,1357,,
Los Angeles Times,16,286,2006,06/25/06,06/28/06,41,56,3,3,,,1321,,
Los Angeles Times,16,290,2006,07/29/06,08/02/06,40,58,2,2,,,1478,,
Los Angeles Times,16,298,2006,09/17/06,09/20/06,45,52,3,3,,,1517,,
Universtity of Pennsylvania National Annenberg Election Survey,17,104,2003,01/02/03,01/16/03,55,42,3,3,,,1202,,
Universtity of Pennsylvania National Annenberg Election Survey,17,144,2003,10/08/03,11/01/03,58,40,2,2,,,1202,,
Universtity of Pennsylvania National Annenberg Election Survey,17,150,2003,11/17/03,12/01/03,57,41,2,2,,,1202,,
Universtity of Pennsylvania National Annenberg Election Survey,17,152,2003,12/02/03,12/16/03,59,38,3,3,,,1202,,
Universtity of Pennsylvania National Annenberg Election Survey,17,156,2004,01/02/04,01/16/04,60,38,2,2,,,1202,,
Universtity of Pennsylvania National Annenberg Election Survey,17,158,2004,01/17/04,01/21/04,59,38,3,3,,,1202,,
Universtity of Pennsylvania National Annenberg Election Survey,17,159,2004,01/22/04,01/26/04,64,34,2,2,,,1202,,
Universtity of Pennsylvania National Annenberg Election Survey,17,160,2004,01/27/04,02/01/04,54,43,3,3,,,1202,,
Universtity of Pennsylvania National Annenberg Election Survey,17,161,2004,02/02/04,02/06/04,56,41,3,3,,,1202,,
Universtity of Pennsylvania National Annenberg Election Survey,17,169,2004,04/02/04,04/15/04,53,44,3,3,,,1202,,
Universtity of Pennsylvania National Annenberg Election Survey,17,176,2004,05/18/04,06/01/04,48,49,3,3,,,1202,,
Universtity of Pennsylvania National Annenberg Election Survey,17,179,2004,06/09/04,06/22/04,52,45,3,3,,,1202,,
Universtity of Pennsylvania National Annenberg Election Survey,17,180,2004,06/17/04,07/01/04,50,47,3,3,,,1202,,
Universtity of Pennsylvania National Annenberg Election Survey,17,183,2004,07/06/04,07/26/04,50,48,2,2,,,1202,,
Universtity of Pennsylvania National Annenberg Election Survey,17,186,2004,07/31/04,08/06/04,49,50,1,1,,,1202,,
Universtity of Pennsylvania National Annenberg Election Survey,17,188,2004,08/10/04,08/30/04,53,46,1,1,,,1202,,
Universtity of Pennsylvania National Annenberg Election Survey,17,191,2004,09/04/04,09/13/04,52,46,2,2,,,1202,,
Universtity of Pennsylvania National Annenberg Election Survey,17,194,2004,09/22/04,09/27/04,51,47,2,2,,,1202,,
Universtity of Pennsylvania National Annenberg Election Survey,17,195,2004,10/01/04,10/06/04,51,47,,2,,,,0,1
Universtity of Pennsylvania National Annenberg Election Survey,17,195,2004,10/02/04,10/07/04,51,47,2,2,,,1202,,
Universtity of Pennsylvania National Annenberg Election Survey,17,199,2004,10/26/04,11/01/04,49,49,2,2,,,1202,,
Universtity of Pennsylvania National Annenberg Election Survey,17,200,2004,11/04/04,11/12/04,53,45,2,2,,,1202,,
Universtity of Pennsylvania National Annenberg Election Survey,17,206,2004,12/17/04,01/06/05,63,34,3,3,,,1202,,
Universtity of Pennsylvania National Annenberg Election Survey,17,210,2005,01/12/05,01/17/05,53,43,4,4,,,1202,,
Inv. Bus.-Christian Science Monitor,18,6,2001,02/16/01,02/20/01,47,19,35,3,32,,938,,
Inv. Bus.-Christian Science Monitor,18,9,2001,03/09/01,03/13/01,49,20,30,1,29,,938,,
Inv. Bus.-Christian Science Monitor,18,13,2001,04/07/01,04/11/01,44,31,25,2,23,,938,,
Inv. Bus.-Christian Science Monitor,18,17,2001,05/04/01,05/08/01,52,25,23,2,21,,938,,
Inv. Bus.-Christian Science Monitor,18,22,2001,06/08/01,06/11/01,46,30,25,4,21,,938,,
Inv. Bus.-Christian Science Monitor,18,27,2001,07/13/01,07/17/01,47,33,21,3,18,,938,,
Inv. Bus.-Christian Science Monitor,18,31,2001,08/09/01,08/13/01,45,33,21,1,20,,938,,
Inv. Bus.-Christian Science Monitor,18,35,2001,09/06/01,09/10/01,45,36,19,1,18,,938,,
Inv. Bus.-Christian Science Monitor,18,39,2001,10/04/01,10/08/01,82,11,8,2,6,,938,,
Inv. Bus.-Christian Science Monitor,18,44,2001,11/08/01,11/12/01,82,11,8,2,6,,938,,
Inv. Bus.-Christian Science Monitor,18,48,2001,12/06/01,12/10/01,79,13,8,2,6,,938,,
Inv. Bus.-Christian Science Monitor,18,53,2002,01/10/02,01/14/02,78,12,12,2,10,,938,,
Inv. Bus.-Christian Science Monitor,18,57,2002,02/06/02,02/10/02,75,17,9,2,7,,938,,
Inv. Bus.-Christian Science Monitor,18,60,2002,03/06/02,03/12/02,72,17,11,2,9,,938,,
Inv. Bus.-Christian Science Monitor,18,65,2002,04/10/02,04/15/02,69,19,11,3,8,,938,,
Inv. Bus.-Christian Science Monitor,18,69,2002,05/09/02,05/14/02,66,21,13,3,10,,938,,
Inv. Bus.-Christian Science Monitor,18,73,2002,06/05/02,06/10/02,64,23,13,3,10,,938,,
Inv. Bus.-Christian Science Monitor,18,78,2002,07/09/02,07/12/02,65,22,13,3,10,,938,,
Inv. Bus.-Christian Science Monitor,18,82,2002,08/06/02,08/10/02,61,27,12,2,10,,938,,
Inv. Bus.-Christian Science Monitor,18,86,2002,09/04/02,09/09/02,56,31,13,2,11,,938,,
Inv. Bus.-Christian Science Monitor,18,91,2002,10/08/02,10/14/02,55,32,13,2,11,,938,,
Inv. Bus.-Christian Science Monitor,18,96,2002,11/07/02,11/12/02,59,31,10,2,8,,938,,
Inv. Bus.-Christian Science Monitor,18,100,2002,12/03/02,12/09/02,61,29,10,2,8,,938,,
Inv. Bus.-Christian Science Monitor,18,105,2003,01/07/03,01/12/03,58,31,12,3,9,,938,,
Inv. Bus.-Christian Science Monitor,18,109,2003,02/04/03,02/10/03,55,37,8,2,6,,938,,
Inv. Bus.-Christian Science Monitor,18,113,2003,03/04/03,03/10/03,54,38,9,3,6,,938,,
Inv. Bus.-Christian Science Monitor,18,117,2003,04/02/03,04/07/03,64,27,9,3,6,,938,,
Inv. Bus.-Christian Science Monitor,18,122,2003,05/06/03,05/10/03,64,28,9,3,6,,938,,
Inv. Bus.-Christian Science Monitor,18,126,2003,06/03/03,06/07/03,57,33,10,3,7,,938,,
Inv. Bus.-Christian Science Monitor,18,178,2004,06/02/04,06/07/04,43,51,7,2,5,,938,,
Inv. Bus.-Christian Science Monitor,18,187,2004,08/03/04,08/06/04,43,49,8,3,5,,938,,
Time Poll,19,178,2004,06/03/04,06/05/04,47,49,5,5,,,1192,,
Time Poll,19,183,2004,07/07/04,07/09/04,48,45,7,7,,,1192,,
Time Poll,19,286,2006,06/28/06,06/30/06,35,59,6,6,,,1003,,
Time Poll,19,294,2006,08/23/06,08/25/06,38,57,6,6,,,1002,,
Time Poll,19,300,2006,10/04/06,10/05/06,36,57,7,7,,,1002,,
Time Poll,19,304,2006,11/02/06,11/04/06,37,56,6,6,,,1203,,
Time-CNN,20,5,2001,02/08/01,02/09/01,52,24,24,24,,,1001,,
Time-CNN,20,11,2001,03/22/01,03/23/01,55,30,15,15,,,1001,,
Time-CNN,20,20,2001,05/24/01,05/25/01,52,38,10,10,,,1001,,
Time-CNN,20,28,2001,07/18/01,07/19/01,55,35,10,10,,,1001,,
Time-CNN,20,36,2001,09/13/01,09/13/01,78,15,,7,,,,0,0
Time-CNN,20,38,2001,09/27/01,09/27/01,84,11,,5,,,,0,0
Time-CNN,20,40,2001,10/12/01,10/12/01,89,9,,2,,,,0,0
Time-CNN,20,44,2001,11/08/01,11/09/01,87,9,4,4,,,1001,,
Time-CNN,20,50,2001,12/20/01,12/21/01,82,13,5,5,,,1001,,
Time-CNN,20,55,2002,01/24/02,01/25/02,77,17,6,6,,,1001,,
Time-CNN,20,61,2002,03/14/02,03/15/02,75,18,7,7,,,1001,,
Time-CNN,20,65,2002,04/11/02,04/12/02,75,18,7,7,,,1001,,
Time-CNN,20,71,2002,05/23/02,05/24/02,72,22,6,6,,,1001,,
Time-CNN,20,75,2002,06/20/02,06/21/02,70,23,7,7,,,1001,,
Time-CNN,20,78,2002,07/11/02,07/12/02,70,24,6,6,,,1001,,
Time-CNN,20,85,2002,08/29/02,08/30/02,65,28,7,7,,,1001,,
Time-CNN,20,93,2002,10/24/02,10/25/02,61,33,6,6,,,1001,,
Time-CNN,20,96,2002,11/14/02,11/15/02,64,30,6,6,,,1001,,
Time-CNN,20,102,2002,12/18/02,12/19/02,55,37,8,8,,,1001,,
Time-CNN,20,106,2003,01/16/03,01/17/03,53,41,6,6,,,1001,,
Time-CNN,20,109,2003,02/06/03,02/06/03,62,32,,6,,,,0,0
Time-CNN,20,111,2003,02/20/03,02/21/03,54,39,7,7,,,1001,,
Time-CNN,20,116,2003,03/27/03,03/27/03,62,34,,4,,,,0,0
Time-CNN,20,124,2003,05/22/03,05/23/03,63,33,4,4,,,1001,,
Time-CNN,20,132,2003,07/17/03,07/18/03,55,40,5,5,,,1001,,
Time-CNN,20,139,2003,09/04/03,09/05/03,52,42,6,6,,,1001,,
Time-CNN,20,150,2003,11/19/03,11/20/03,52,43,5,5,,,1001,,
Time-CNN,20,158,2004,01/15/04,01/16/04,54,41,5,5,,,1001,,
Time-CNN,20,161,2004,02/06/04,02/07/04,54,42,4,4,,,1001,,
Time-CNN,20,170,2004,04/08/04,04/08/04,49,47,,4,,,,0,0
Time-CNN,20,175,2004,05/13/04,05/14/04,46,49,5,5,,,1001,,
Time-CNN,20,156,2004,12/31/04,01/02/05,54,37,9,9,,,1001,,
Cook Political Report,21,253,2005,11/18/05,11/21/05,41,52,6,1,5,,1000,,
Cook Political Report,21,257,2005,12/09/05,12/12/05,42,55,2,1,1,,1000,,
Cook Political Report,21,264,2006,01/23/06,01/26/06,47,50,3,1,2,,1000,,
Cook Political Report,21,268,2006,02/24/06,02/27/06,40,54,6,6,,,1000,,
Cook Political Report,21,274,2006,04/07/06,04/10/06,37,56,7,7,,,1000,,
Rasmussen,21,277,2006,04/26/06,04/28/06,38,61,,,,,,,
Cook Political Report,21,277,2006,04/28/06,05/01/06,36,59,3,3,,,1003,,
Cook Political Report,21,282,2006,06/02/06,06/05/06,37,57,6,6,,,874,,
Cook Political Report,21,290,2006,07/29/06,07/31/06,39,51,10,10,,,809,,
Cook Political Report,21,294,2006,08/26/06,08/28/06,39,55,6,6,,,801,,
Cook Political Report,21,298,2006,09/21/06,09/24/06,40,50,,2,,,,0,1
Cook Political Report,21,299,2006,09/28/06,10/01/06,43,48,10,10,,,1200,,
Cook Political Report,21,300,2006,10/06/06,10/09/06,41,54,5,5,,,1200,,
Cook Political Report,21,302,2006,10/20/06,10/23/06,37,53,10,10,,,1643,,
Cook Political Report,21,303,2006,10/27/06,10/30/06,41,53,10,10,,,1764,,
Bloomberg News,22,8,2001,02/28/01,03/03/01,54,19,27,27,,,1200,,
Bloomberg News,22,13,2001,04/04/01,04/09/01,56,26,18,18,,,1205,,
Bloomberg News,22,21,2001,05/30/01,06/04/01,54,31,15,15,,,1208,,
Bloomberg News,22,30,2001,08/01/01,08/06/01,55,30,15,15,,,1206,,
Bloomberg News,22,37,2001,09/19/01,09/24/01,83,7,10,10,,,1200,,
Bloomberg News,22,43,2001,10/31/01,11/05/01,81,12,7,7,,,1200,,
Bloomberg News,22,48,2001,12/05/01,12/10/01,81,11,8,8,,,1200,,
Bloomberg News,22,53,2002,01/09/02,01/14/02,79,12,9,9,,,1201,,
Bloomberg News,22,61,2002,03/13/02,03/18/02,74,17,8,8,,,1203,,
Bloomberg News,22,68,2002,05/01/02,05/06/02,69,22,9,9,,,1200,,
Bloomberg News,22,74,2002,06/12/02,06/17/02,68,23,9,9,,,1201,,
CNN/ORC,50,276,2006,04/21/06,04/23/06,32,60,,8,,,  ,0,0
CNN/ORC,50,278,2006,05/05/06,05/07/06,34,58,,8,,,,0,0
CNN/ORC,50,280,2006,05/16/06,05/17/06,36,57,,7,,,,0,0
CNN/ORC,50,284,2006,06/14/06,06/15/06,37,53,,10,,,,0,0
CNN/ORC,50,291,2006,08/02/06,08/03/06,40,59,,2,,,,0,0
CNN/ORC,50,293,2006,08/18/06,08/20/06,42,57,,1,,,  ,0,0
CNN/ORC,50,295,2006,08/30/06,09/02/06,41,55,,4,,,,0,0
CNN/ORC,50,298,2006,09/22/06,09/24/06,42,55,,3,,,,0,0
CNN/ORC,50,299,2006,09/29/06,10/02/06,39,59,,2,,,,0,0
CNN/ORC,50,300,2006,10/06/06,10/08/06,39,56,,5,,,,0,0
CNN/ORC,50,301,2006,10/13/06,10/15/06,36,61,,3,,,,0,0
CNN/ORC,50,302,2006,10/20/06,10/22/06,39,58,,3,,,,0,0
CNN/ORC,50,303,2006,10/27/06,10/29/06,37,58,,4,,,,0,0
CNN/ORC,50,304,2006,11/03/06,11/05/06,35,61,,4,,,,0,0
CNN/ORC,50,306,2006,11/17/06,11/19/06,38,59,,4,,,,0,0
CNN/ORC,50,309,2006,12/05/06,12/07/06,37,57,,6,,,,0,0
CNN/ORC,50,310,2006,12/15/06,12/17/06,36,62,,2,,,,0,0
CNN/ORC,50,314,2007,01/11/07,01/11/07,35,62,,3,,,,0,0
CNN/ORC,50,315,2007,01/19/07,01/21/07,34,63,,3,,,,0,0
CNN/ORC,50,322,2007,03/09/07,03/11/07,37,56,,7,,,,0,0
CNN/ORC,50,327,2007,04/10/07,04/12/07,36,62,,1,,,,0,0
CNN/ORC,50,330,2007,05/04/07,05/06/07,38,61,,1,,,,0,0
CNN/ORC,50,337,2007,06/22/07,06/24/07,32,66,,3,,,,0,0
CNN/ORC,50,344,2007,08/06/07,08/08/07,36,61,,3,,,,0,0
CNN/ORC,50,348,2007,09/07/07,09/09/07,36,61,,3,,,,0,0
CNN/ORC,50,353,2007,10/12/07,10/14/07,36,61,,3,,,,0,0
CNN/ORC,50,356,2007,11/02/07,11/04/07,34,65,,1,,,,0,0
